ACTECON;GRUANALI;antiguedad;TAMAEMP;nrotrab;riesgo;categoria;lineanegocio;modular;producto;fechainicio
4;3;13;2;0;2;3;3;1;4;2021-06-13T00:00:00.0000000
4;3;13;2;0;2;3;3;1;4;2021-06-10T00:00:00.0000000
20;4;9;2;34;2;4;1;1;3;2022-01-01T00:00:00.0000000
20;4;9;2;34;2;4;4;1;6;2021-12-30T00:00:00.0000000
20;4;9;2;34;2;4;3;1;4;2022-01-20T00:00:00.0000000
4;3;22;1;223;2;3;4;1;5;2021-06-30T00:00:00.0000000
4;3;22;1;223;2;3;4;1;5;2021-06-30T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-13T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-27T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-06T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-06T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-06T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-16T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-16T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-16T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-16T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-08-26T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-10-22T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-10-22T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-10-05T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-10-20T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-10-29T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-10-28T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-13T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-13T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-13T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-11-19T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-11-19T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-12-02T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-12-07T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-06T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-20T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-20T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-07-20T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-11-20T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-01-28T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-02-10T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-02-10T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-05T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-10T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-10T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-11T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-11T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-22T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-22T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-02-10T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-02-21T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-02-25T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2022-02-25T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-26T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-30T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-30T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-31T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-03-31T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-07T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-04-07T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-08T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-04-08T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-04-08T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-04-09T00:00:00.0000000
4;3;22;1;223;2;3;3;1;4;2021-04-09T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-15T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-15T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-15T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-15T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-20T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-20T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-20T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-04-20T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-03T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-06T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-06T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-06T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-06T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-06T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-06T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-17T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-20T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-20T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-26T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-28T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-28T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-28T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-05-31T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-06-01T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-06-11T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-06-28T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-06-28T00:00:00.0000000
4;3;22;1;223;2;3;3;2;4;2021-06-28T00:00:00.0000000
128;9;19;2;124;2;4;3;2;4;2022-01-24T00:00:00.0000000
108;6;56;2;70;2;4;1;2;3;2022-01-01T00:00:00.0000000
51;9;65;2;339;1;6;3;2;4;2022-01-31T00:00:00.0000000
12;4;24;2;538;3;4;4;2;5;2021-07-01T00:00:00.0000000
12;4;24;2;538;3;4;3;2;4;2021-04-26T00:00:00.0000000
12;4;24;2;538;3;4;3;2;4;2021-04-26T00:00:00.0000000
12;4;24;2;538;3;4;3;2;4;2021-04-26T00:00:00.0000000
12;4;24;2;538;3;4;3;2;4;2021-04-26T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-13T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-18T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-18T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-13T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-13T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-13T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
1;6;5;1;25;2;4;4;2;5;2021-10-12T00:00:00.0000000
