ACTECON;GRUANALI;antiguedad;TAMAEMP;nrotrab;riesgo;categoria;lineanegocio;modular;producto;fechainicio
1;6;5;1;25;2;4;3;1;4;2021-12-21T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-12T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-23T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-24T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-03T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-21T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-25T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-21T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-18T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-12T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-27T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-18T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-21T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-29T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-29T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-08T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-18T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-18T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-07-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-20T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-08-23T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-10-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-10-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-10-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-10-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-23T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-23T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-23T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-23T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-25T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-11-25T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-19T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-01T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-27T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-02T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-27T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-06T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-16T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2021-12-17T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-13T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-01T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-01-31T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-24T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-25T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-27T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-15T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-22T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-20T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-12T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-10T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-26T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-07T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-09T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-22T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-14T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-04T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-11T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-05T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
1;6;5;1;25;2;4;3;1;4;2022-02-28T00:00:00.0000000
